Time (msec),A/F Correction #1 (%),A/F Learning #1 (%),A/F Sensor #1 (AFR),Battery Voltage (V),Coolant Temperature (F),Engine Speed (rpm),Feedback Knock Correction* (degrees),Ignition Total Timing (degrees),Injector Duty Cycle (%),Intake Air Temperature (F),Knock Correction Advance (degrees),Manifold Absolute Pressure (psi),Manifold Relative Pressure (psi),Mass Airflow (g/s),Mass Airflow Sensor Voltage (V),Primary Wastegate Duty Cycle (%),Target Boost* (psi relative sea level),Throttle Opening Angle (%),Throttle Sensor Voltage (V)
971169,-2.34,-7.03,14.47,13.60,187,3045,0.00,38.00,7.17,118,0.00,6.53,-8.56,18.99,2.04,0.00,-3.87,6.67,0.76
971413,-1.56,-7.03,14.93,13.60,187,3046,0.00,36.50,5.85,118,0.00,5.51,-9.43,15.36,1.98,0.00,-4.18,5.88,0.74
971656,3.12,-7.03,15.39,13.60,187,3041,0.00,36.50,5.84,118,0.00,5.22,-9.58,15.23,1.96,0.00,-4.18,5.88,0.74
971901,3.91,-7.03,14.93,13.68,187,3050,0.00,36.50,5.82,118,0.00,5.22,-9.58,15.11,1.98,0.00,-4.18,5.88,0.74
972144,3.91,-7.03,14.70,13.60,187,3048,0.00,36.50,5.85,118,0.00,5.22,-9.58,15.16,1.96,0.00,-4.18,5.88,0.74
972387,3.91,-7.03,14.59,13.60,187,3041,0.00,36.50,5.84,118,0.00,5.22,-9.58,14.87,1.96,0.00,-4.18,5.88,0.74
972632,3.91,-7.03,14.59,13.68,187,3030,0.00,36.50,5.82,118,0.00,5.08,-9.72,14.99,1.96,0.00,-4.18,5.88,0.74
972877,3.91,-7.03,14.59,13.60,187,3022,0.00,36.00,5.81,118,0.00,5.08,-9.72,14.87,1.94,0.00,-4.49,5.49,0.72
973122,3.91,-7.03,14.59,13.68,187,3020,0.00,35.50,5.15,118,0.00,4.93,-10.01,13.54,1.92,0.00,-4.80,4.71,0.70
973365,5.47,-7.03,14.81,13.60,187,3008,0.00,35.00,5.13,118,0.00,4.64,-10.16,12.48,1.88,0.00,-4.80,4.31,0.68
973610,7.03,-7.03,14.93,13.68,187,3012,0.00,34.00,5.12,118,0.00,4.50,-10.45,11.51,1.82,0.00,-4.80,3.53,0.66
973852,7.81,-7.03,14.81,13.68,187,2986,0.00,34.00,4.46,118,0.00,4.06,-10.88,10.10,1.72,0.00,-4.80,1.18,0.58
974095,0.00,-7.03,15.27,13.60,187,2970,0.00,27.00,0.00,118,0.00,3.48,-11.32,7.42,1.62,0.00,-4.49,0.00,0.54
974339,0.00,-7.03,25.38,13.68,187,2955,0.00,21.00,0.00,118,0.00,3.63,-11.17,7.53,1.62,0.00,-4.49,0.00,0.54
974584,0.00,-7.03,23.66,13.68,187,2939,0.00,18.00,0.00,118,0.00,3.63,-11.17,7.53,1.62,0.00,-4.49,0.00,0.54
974827,0.00,-7.03,23.66,13.68,187,2930,0.00,18.00,0.00,118,0.00,3.63,-11.17,7.57,1.62,0.00,-4.49,0.00,0.54
975071,0.00,-7.03,23.54,13.68,187,2904,0.00,17.50,0.00,118,0.00,3.48,-11.17,7.60,1.62,0.00,-4.49,0.00,0.54
975313,0.00,-7.03,23.77,13.68,187,2866,0.00,17.50,0.00,118,0.00,3.63,-11.17,7.53,1.62,0.00,-4.49,0.00,0.54
975558,0.00,-7.03,23.77,13.68,187,2862,0.00,17.50,0.00,118,0.00,3.63,-11.17,7.60,1.64,0.00,-4.49,0.00,0.54
975801,0.00,-7.03,23.77,13.68,187,2835,0.00,17.50,0.00,118,0.00,3.63,-11.32,7.70,1.62,0.00,-4.49,0.00,0.54
976046,0.00,-7.03,23.77,13.68,187,2811,0.00,17.50,0.00,118,0.00,3.63,-11.17,7.70,1.64,0.00,-4.49,0.00,0.54
976289,0.00,-7.03,23.89,13.68,187,2802,0.00,17.50,0.00,118,0.00,3.63,-11.17,7.67,1.64,0.00,-4.18,0.00,0.54
976533,0.00,-7.03,23.66,13.68,187,2787,0.00,17.50,0.00,118,0.00,3.63,-11.17,7.67,1.64,0.00,-4.18,0.00,0.54
976778,0.00,-7.03,23.54,13.60,187,2763,0.00,20.00,4.13,118,0.00,3.77,-10.88,8.77,1.72,0.00,-4.18,1.96,0.62
977021,0.00,-7.03,23.31,13.60,187,2738,0.00,26.50,4.67,118,0.00,4.21,-10.59,11.17,1.82,0.00,-4.18,3.53,0.66
977275,0.00,-7.03,16.31,13.68,187,2736,0.00,32.50,4.69,118,0.00,4.35,-10.45,11.82,1.86,0.00,-4.18,3.92,0.68
977519,0.78,-7.03,15.39,13.60,187,2743,0.00,33.00,5.27,118,0.00,4.50,-10.30,12.27,1.86,0.00,-4.18,3.92,0.68
977762,1.56,-7.03,14.93,13.68,187,2718,0.00,32.50,5.22,118,0.00,4.50,-10.30,12.27,1.86,0.00,-4.18,3.92,0.68
978005,1.56,-7.03,14.81,13.68,187,2710,0.00,32.50,5.20,118,0.00,4.50,-10.30,12.15,1.86,0.00,-4.18,3.92,0.68
978248,1.56,-7.03,14.70,13.68,187,2702,0.00,32.50,5.22,118,0.00,4.50,-10.16,12.27,1.86,0.00,-4.18,4.31,0.68
978494,1.56,-7.03,14.47,13.68,187,2695,0.00,35.50,5.17,118,0.00,4.79,-9.87,13.46,2.00,0.00,-3.87,6.27,0.76
978735,-3.91,-7.03,13.44,13.68,187,2698,0.00,38.50,6.91,118,0.00,5.80,-9.00,18.73,2.08,0.00,-3.25,7.84,0.80
978981,-6.25,-7.03,14.01,13.68,187,2700,0.00,38.00,7.51,118,0.00,6.67,-7.98,21.27,2.16,0.00,-2.94,9.41,0.84
979225,-4.69,-7.03,14.59,13.60,187,2730,0.00,36.50,7.55,118,0.00,7.11,-7.25,22.78,2.28,0.00,-2.63,11.37,0.90
979468,-5.47,-8.59,14.70,13.60,187,2738,0.00,36.50,8.76,118,0.00,8.27,-6.38,27.11,2.30,0.00,-2.01,12.16,0.94
979713,-3.91,-8.59,14.93,13.60,187,2753,0.00,35.50,9.40,118,0.00,8.85,-5.95,29.12,2.36,0.00,-1.70,12.94,0.96
979956,-3.91,-8.59,14.59,13.60,187,2778,0.00,35.00,10.08,118,0.00,9.29,-5.37,31.19,2.40,0.00,-1.39,14.12,1.00
980200,-3.12,-8.59,14.81,13.60,187,2788,0.00,34.00,10.11,118,0.00,9.72,-4.93,32.30,2.42,0.00,-1.08,14.12,1.02
980444,-1.56,-8.59,15.04,13.60,187,2817,0.00,34.00,10.82,118,0.00,10.01,-4.79,32.79,2.44,0.00,-1.08,14.51,1.02
980685,-1.56,-8.59,14.70,13.60,187,2854,0.00,34.00,10.96,118,0.00,10.01,-4.79,33.39,2.44,0.00,-1.08,14.51,1.02
980929,-1.56,-8.59,14.59,13.60,187,2868,0.00,34.00,11.00,118,0.00,10.01,-4.79,33.27,2.44,0.00,-1.39,14.51,1.02
981172,-2.34,-8.59,14.59,13.60,187,2902,0.00,34.50,11.14,118,0.00,10.01,-4.79,33.75,2.44,0.00,-1.39,14.51,1.02
981417,-2.34,-8.59,14.59,13.60,187,2914,0.00,34.50,10.57,118,0.00,10.01,-4.79,33.51,2.44,0.00,-1.39,14.12,1.02
981660,-2.34,-8.59,14.59,13.60,187,2939,0.00,34.50,10.68,118,0.00,10.01,-4.79,33.75,2.46,0.00,-1.39,14.12,1.00
981902,-2.34,-8.59,14.59,13.60,187,2966,0.00,34.50,10.76,118,0.00,9.87,-4.93,33.51,2.44,0.00,-1.39,14.12,1.00
982146,-1.56,-8.59,14.81,13.60,187,2992,0.00,35.00,10.85,117,0.00,9.72,-5.08,33.03,2.42,0.00,-1.39,14.12,1.00
982389,-2.34,-8.59,14.70,13.60,187,3000,0.00,35.50,10.24,117,0.00,9.43,-5.37,31.19,2.40,0.00,-2.01,12.94,0.96
982633,-2.34,-8.59,14.59,13.60,187,3012,0.00,36.50,10.31,117,0.00,9.14,-5.80,30.75,2.38,0.00,-2.01,12.55,0.96
982877,-2.34,-8.59,14.59,13.60,187,3026,0.00,37.00,9.68,117,0.00,8.71,-6.09,29.23,2.34,0.00,-2.32,11.76,0.92
983121,-1.56,-8.59,14.81,13.60,187,3041,0.00,37.50,9.08,117,0.00,8.42,-6.38,27.84,2.32,0.00,-2.32,11.37,0.92
983365,-2.34,-8.59,14.70,13.60,187,3058,0.00,37.50,9.10,117,0.00,8.27,-6.53,27.94,2.32,0.00,-2.32,11.37,0.92
983607,-1.56,-8.59,14.70,13.60,187,3070,0.00,37.50,9.17,117,0.00,8.13,-6.67,27.84,2.32,0.00,-2.32,11.37,0.92
983851,-1.56,-8.59,14.59,13.60,187,3067,0.00,37.50,9.16,117,0.00,8.13,-6.67,28.05,2.34,0.00,-2.32,11.37,0.92
984093,-0.78,-8.59,14.70,13.52,187,3078,0.00,37.50,9.19,117,0.00,8.27,-6.53,28.25,2.32,0.00,-2.32,11.76,0.92
984338,-0.78,-8.59,14.70,13.52,187,3099,0.00,37.00,9.23,117,0.00,8.27,-6.53,28.58,2.34,0.00,-2.32,12.16,0.94
984580,-0.78,-8.59,14.70,13.60,187,3096,0.00,36.50,9.91,117,0.00,8.42,-6.24,29.33,2.36,0.00,-2.32,12.16,0.94
984825,-1.56,-8.59,14.59,13.60,187,3120,0.00,36.50,9.98,117,0.00,8.71,-6.09,30.32,2.38,0.00,-2.01,12.94,0.96
985070,-1.56,-8.59,14.59,13.60,187,3120,0.00,36.50,10.01,117,0.00,8.85,-5.95,30.75,2.38,0.00,-2.01,12.94,0.96
985315,-1.56,-8.59,14.59,13.60,187,3143,0.00,36.50,10.06,117,0.00,8.71,-5.95,30.98,2.38,0.00,-2.01,12.94,0.96
985560,-1.56,-8.59,14.59,13.60,187,3139,0.00,36.50,10.05,115,0.00,8.71,-6.09,30.63,2.38,0.00,-2.01,12.94,0.96
985812,-1.56,-8.59,14.59,13.60,187,3152,0.00,37.00,10.09,115,0.00,8.56,-6.24,29.76,2.36,0.00,-2.32,12.16,0.94
986066,-1.56,-8.59,14.59,13.60,187,3180,0.00,38.00,9.50,115,0.00,8.42,-6.38,28.69,2.34,0.00,-2.63,11.76,0.92
986310,-2.34,-8.59,14.47,13.60,187,3180,0.00,38.00,8.81,115,0.00,7.69,-7.40,24.16,2.22,0.00,-3.25,9.80,0.86
986554,-2.34,-7.03,14.81,13.60,187,3176,0.00,38.50,8.13,115,0.00,7.11,-7.84,23.19,2.20,0.00,-3.25,9.41,0.86
986801,-2.34,-7.03,14.59,13.60,187,3179,0.00,38.50,8.14,115,0.00,6.96,-7.98,23.19,2.20,0.00,-3.25,9.41,0.86
987044,-2.34,-7.03,14.70,13.52,187,3179,0.00,38.50,8.14,115,0.00,6.82,-7.98,22.86,2.20,0.00,-3.25,9.41,0.86
987287,-2.34,-7.03,14.59,13.60,187,3180,0.00,38.50,8.17,115,0.00,7.11,-7.55,24.38,2.24,0.00,-2.94,10.59,0.88
987531,-3.12,-8.59,14.47,13.60,187,3187,0.00,36.50,10.20,115,0.00,7.98,-6.38,29.66,2.36,0.00,-2.01,13.33,0.98
987773,-2.34,-8.59,14.70,13.60,187,3198,0.00,36.00,10.92,115,0.00,9.14,-5.66,32.80,2.44,0.00,-1.70,14.12,1.00
988017,-2.34,-8.59,14.59,13.60,189,3212,0.00,36.00,10.96,115,0.00,9.43,-5.37,33.27,2.44,0.00,-1.39,14.12,1.00
988260,-2.34,-8.59,14.70,13.60,189,3238,0.00,35.50,11.05,115,0.00,9.43,-5.22,34.00,2.46,0.00,-1.39,14.51,1.02
988504,-1.56,-8.59,14.70,13.60,189,3244,0.00,35.50,11.07,115,0.00,9.72,-5.08,34.59,2.48,0.00,-1.39,14.90,1.02
988748,-1.56,-8.59,14.81,13.60,189,3258,0.00,35.50,11.82,115,0.00,9.87,-4.93,35.79,2.50,0.00,-1.39,14.90,1.04
988992,-1.56,-8.59,14.59,13.60,189,3286,0.00,35.00,11.87,115,0.00,10.01,-4.79,36.40,2.50,0.00,-1.39,15.29,1.04
989235,-1.56,-8.59,14.70,13.60,189,3292,0.00,35.00,11.94,115,0.00,10.16,-4.64,37.36,2.52,0.00,-1.39,15.29,1.04
989478,-0.78,-8.59,14.70,13.52,189,3326,0.00,34.50,12.06,115,0.00,10.16,-4.64,37.35,2.52,0.00,-1.39,15.29,1.04
989720,-1.56,-8.59,14.59,13.60,189,3335,0.00,35.50,12.09,115,0.00,10.01,-4.79,36.63,2.50,0.00,-1.39,14.90,1.04
989964,-0.78,-8.59,14.70,13.60,189,3344,0.00,35.50,12.13,115,0.00,9.87,-5.08,35.79,2.48,0.00,-1.70,14.90,1.02
990207,-1.56,-8.59,14.70,13.60,189,3352,0.00,36.50,11.44,115,0.00,9.43,-5.95,32.80,2.42,0.00,-1.70,12.55,0.94
990450,-4.69,-8.59,14.13,13.60,189,3374,0.00,38.00,8.64,115,0.00,7.55,-7.25,25.04,2.24,0.00,-3.25,9.80,0.86
990695,-2.34,-7.03,14.93,13.60,189,3386,0.00,39.00,7.92,115,0.00,6.82,-8.13,22.63,2.20,0.00,-3.87,9.41,0.84
990941,-0.78,-7.03,14.93,13.60,189,3386,0.00,38.00,7.22,115,0.00,6.24,-8.85,19.07,2.04,0.00,-4.49,7.06,0.76
991184,0.78,-7.03,14.81,13.60,189,3320,0.00,37.00,5.67,115,0.00,5.22,-9.72,15.00,1.96,0.00,-4.80,5.88,0.74
991427,3.91,-7.03,15.16,13.60,189,3352,0.00,37.00,5.72,115,0.00,4.93,-9.87,14.75,1.96,0.00,-5.10,5.88,0.74
991672,3.12,-7.03,14.70,13.68,189,3332,0.00,37.00,5.72,115,0.00,4.79,-9.87,14.69,1.96,0.00,-5.10,5.88,0.74
991915,3.91,-7.03,14.70,13.60,189,3336,0.00,37.50,6.41,117,0.00,5.08,-9.72,15.54,2.00,0.00,-5.10,6.27,0.74
992160,3.12,-7.03,14.59,13.60,189,3323,0.00,37.50,6.38,117,0.00,5.22,-9.58,16.21,2.02,0.00,-4.49,6.67,0.76
992401,1.56,-7.03,14.47,13.60,189,3342,0.00,38.00,6.41,117,0.00,5.37,-9.29,17.50,2.06,0.00,-4.49,7.06,0.78
992646,1.56,-7.03,14.36,13.60,189,3320,0.00,38.00,6.37,117,0.00,5.51,-9.29,17.77,2.06,0.00,-4.49,7.45,0.78
992891,1.56,-7.03,14.47,13.60,189,3318,0.00,38.00,6.37,117,0.00,5.51,-9.29,17.69,2.06,0.00,-4.49,7.45,0.78
993138,1.56,-7.03,14.59,13.60,189,3335,0.00,38.00,6.40,117,0.00,5.51,-9.29,16.91,2.04,0.00,-4.49,7.06,0.78
993382,1.56,-7.03,14.59,13.68,189,3312,0.00,38.00,6.37,117,0.00,5.51,-9.29,17.17,2.04,0.00,-4.49,7.06,0.78
993625,1.56,-7.03,14.70,13.60,189,3320,0.00,37.50,6.37,117,0.00,5.37,-9.43,16.74,2.02,0.00,-4.49,6.67,0.76
993871,2.34,-7.03,14.59,13.60,189,3295,0.00,37.00,5.62,117,0.00,5.08,-9.87,14.87,1.96,0.00,-4.80,5.49,0.72
994116,3.91,-7.03,14.93,13.60,189,3308,0.00,37.00,5.65,117,0.00,4.79,-10.01,14.16,1.94,0.00,-5.10,5.49,0.72
994359,3.12,-7.03,14.70,13.60,189,3272,0.00,36.50,5.64,117,0.00,4.64,-10.16,13.53,1.88,0.00,-5.10,4.31,0.68
994601,5.47,-7.03,15.04,13.68,189,3280,0.00,36.50,4.90,117,0.00,4.21,-10.74,10.73,1.80,0.00,-5.10,2.75,0.62
994845,8.59,-7.03,15.16,13.60,189,3254,0.00,36.50,4.16,117,0.00,3.77,-11.03,9.59,1.74,0.00,-5.10,2.35,0.62
995088,14.84,-7.03,15.62,13.68,189,3226,0.00,36.50,4.87,117,0.00,3.77,-11.03,9.48,1.74,0.00,-5.10,2.35,0.62
995337,13.28,-7.03,14.47,13.68,189,3231,0.00,36.50,4.83,117,0.00,3.77,-11.03,9.54,1.74,0.00,-5.10,2.35,0.62
995582,12.50,-7.03,14.47,13.68,189,3204,0.00,36.50,4.78,117,0.00,3.77,-11.03,9.53,1.74,0.00,-5.10,2.35,0.62
995827,10.94,-7.03,14.36,13.68,189,3187,0.00,36.50,4.76,117,0.00,3.77,-11.03,9.60,1.74,0.00,-4.80,2.35,0.62
996072,10.16,-7.03,14.36,13.68,189,3178,0.00,36.50,4.78,117,0.00,3.92,-10.88,10.16,1.78,0.00,-4.80,2.75,0.64
996315,9.38,-7.03,14.47,13.60,189,3171,0.00,36.50,4.74,117,0.00,4.06,-10.45,11.28,1.90,0.00,-4.80,5.10,0.72
996559,0.78,-7.03,13.44,13.60,189,3160,0.00,38.00,6.74,117,0.00,5.22,-9.43,16.41,2.04,0.00,-3.87,7.06,0.78
996802,-1.56,-7.03,13.90,13.68,189,3166,0.00,39.00,7.43,117,0.00,6.24,-8.56,21.11,2.16,0.00,-3.56,9.41,0.84
997045,-3.12,-7.03,14.36,13.60,189,3167,0.00,38.50,7.45,117,0.00,6.67,-8.13,22.20,2.20,0.00,-3.25,9.80,0.86
997289,-4.69,-7.03,14.47,13.60,189,3170,0.00,38.50,8.11,117,0.00,6.96,-7.84,23.50,2.22,0.00,-2.94,10.20,0.88
997533,-4.69,-7.03,14.47,13.60,189,3186,0.00,38.50,8.16,117,0.00,7.11,-7.69,24.60,2.24,0.00,-2.94,10.59,0.88
997778,-5.47,-8.59,14.47,13.60,189,3180,0.00,38.00,8.14,117,0.00,7.25,-7.55,25.27,2.26,0.00,-2.63,10.98,0.90
998020,-3.91,-8.59,14.81,13.60,189,3196,0.00,38.00,8.90,117,0.00,7.55,-7.11,26.61,2.32,0.00,-2.32,12.16,0.94
998264,-3.91,-8.59,14.70,13.60,189,3214,0.00,37.50,9.60,117,0.00,8.27,-6.38,29.77,2.36,0.00,-2.01,12.94,0.96
998509,-3.91,-8.59,14.81,13.60,189,3234,0.00,36.50,11.04,117,0.00,9.00,-5.80,32.79,2.44,0.00,-1.39,14.51,1.02
998753,-3.12,-8.59,14.93,13.60,189,3244,0.00,35.50,11.00,117,0.00,9.43,-5.22,34.47,2.46,0.00,-1.39,14.90,1.04
999001,-3.12,-8.59,14.81,13.60,189,3262,0.00,35.50,11.13,117,0.00,9.72,-5.08,34.83,2.48,0.00,-1.39,15.29,1.04
999246,-2.34,-8.59,14.81,13.60,189,3280,0.00,35.50,11.90,117,0.00,9.87,-4.93,35.91,2.50,0.00,-1.39,15.29,1.04
999489,-2.34,-8.59,14.59,13.60,189,3289,0.00,35.50,11.93,117,0.00,9.87,-4.93,35.78,2.50,0.00,-1.39,14.90,1.04
999734,-2.34,-8.59,14.70,13.60,189,3328,0.00,35.50,11.99,117,0.00,9.72,-5.08,35.43,2.46,0.00,-1.39,14.51,1.00
999975,-3.12,-8.59,14.59,13.60,189,3336,0.00,36.50,10.68,117,0.00,9.14,-5.66,32.79,2.44,0.00,-1.70,13.73,0.98
1000220,-3.12,-8.59,14.70,13.60,189,3339,0.00,37.00,10.69,117,0.00,9.00,-5.95,32.67,2.42,0.00,-2.01,13.33,0.96
1000465,-6.25,-8.59,14.01,13.60,189,3362,0.00,38.00,9.32,117,0.00,7.84,-6.96,27.64,2.30,0.00,-2.94,10.98,0.90
1000707,-3.91,-8.59,14.93,13.60,189,3360,0.00,38.00,9.35,117,0.00,7.55,-7.25,26.92,2.30,0.00,-2.94,11.37,0.90
1000951,-3.12,-8.59,14.70,13.60,189,3363,0.00,38.00,9.33,117,0.00,7.55,-7.25,26.61,2.30,0.00,-2.94,10.98,0.90
1001194,-3.12,-8.59,14.81,13.60,189,3383,0.00,38.00,10.10,117,0.00,7.69,-7.11,28.47,2.34,0.00,-2.94,12.16,0.94
1001437,-3.12,-8.59,14.59,13.60,189,3392,0.00,38.00,10.11,117,0.00,8.13,-6.53,30.98,2.38,0.00,-2.32,12.94,0.96
1001680,-3.12,-8.59,14.70,13.52,189,3392,0.00,37.00,10.85,117,0.00,8.56,-6.09,32.19,2.42,0.00,-2.01,13.73,0.98
1001925,-2.34,-8.59,14.70,13.60,189,3417,0.00,36.50,10.93,115,0.00,8.71,-5.95,32.79,2.44,0.00,-2.01,14.12,1.00
1002168,-2.34,-8.59,14.81,13.60,189,3434,0.00,36.50,10.99,115,0.00,9.00,-5.80,33.99,2.46,0.00,-1.70,14.12,1.00
1002409,-1.56,-8.59,14.81,13.60,189,3453,0.00,36.50,11.02,115,0.00,9.00,-5.80,34.00,2.46,0.00,-1.70,14.12,1.00
1002653,-1.56,-8.59,14.70,13.68,189,3469,0.00,38.00,11.84,115,0.00,9.00,-7.98,34.47,2.46,0.00,-1.70,4.71,0.64
1002897,0.00,-7.03,14.47,13.68,189,3269,0.00,30.00,0.00,115,0.00,3.92,-10.88,12.99,1.72,0.00,-5.41,0.00,0.54
1003142,0.00,-7.03,23.77,13.68,189,2812,0.00,20.00,0.00,115,0.00,3.63,-11.17,9.70,1.86,0.00,-4.49,0.00,0.54
1003385,0.00,-7.03,23.77,13.68,189,2481,0.00,16.00,0.00,115,0.00,3.77,-11.03,7.71,1.56,0.00,-3.56,0.00,0.54
1003626,0.00,-7.03,23.66,13.68,189,2068,0.00,18.00,4.41,115,0.00,4.21,-10.01,9.30,1.66,0.00,-2.94,3.92,0.70
1003871,0.00,-7.03,16.54,13.68,189,2287,0.00,34.50,5.37,115,0.00,6.24,-8.56,13.95,1.92,0.00,-3.25,6.27,0.74
1004113,2.34,-7.03,15.27,13.68,189,2456,0.00,36.00,5.66,115,0.00,6.09,-8.71,15.36,1.98,0.00,-3.25,6.67,0.76
1004356,-0.78,-7.03,14.47,13.60,189,2432,0.00,36.50,5.71,115,0.00,6.24,-8.56,15.72,2.00,0.00,-3.25,6.67,0.76
1004602,-1.56,-7.03,14.47,13.68,189,2434,0.00,37.00,5.71,115,0.00,6.24,-8.56,15.72,2.00,0.00,-3.25,6.67,0.76
1004845,-1.56,-7.03,14.47,13.68,189,2400,0.00,34.00,5.69,115,0.00,6.09,-9.00,12.63,1.86,0.00,-3.56,4.71,0.70
1005089,-2.34,-7.03,14.59,13.60,189,2420,0.00,30.00,4.65,115,0.00,5.22,-9.72,11.51,1.82,0.00,-3.56,3.92,0.68
1005334,2.34,-7.03,15.50,13.60,189,2409,0.00,28.00,4.11,115,0.00,4.64,-10.30,9.94,1.76,0.00,-3.56,3.14,0.64
1005577,0.00,-7.03,15.50,13.60,189,2401,0.00,26.00,3.59,115,0.00,4.35,-10.45,8.37,1.64,0.00,-3.56,0.00,0.54
1005821,0.00,-7.03,17.00,13.68,189,2397,0.00,21.00,0.00,115,0.00,3.48,-11.32,6.59,1.54,0.00,-3.56,0.00,0.54
1006066,0.00,-7.03,25.38,13.68,189,2364,0.00,16.00,0.00,115,0.00,3.63,-11.17,6.52,1.54,0.00,-3.56,0.00,0.54
1006310,0.00,-7.03,23.43,13.68,189,2366,0.00,16.00,0.00,115,0.00,3.63,-11.17,6.49,1.56,0.00,-3.56,0.00,0.54
1006552,0.00,-7.03,23.66,13.60,189,2354,0.00,16.00,0.00,115,0.00,3.63,-11.17,6.42,1.56,0.00,-3.56,0.00,0.54
1006797,0.00,-7.03,23.54,13.60,189,2332,0.00,15.50,0.00,115,0.00,3.63,-11.17,6.38,1.56,0.00,-3.56,0.00,0.54
1007039,0.00,-7.03,23.54,13.60,189,2319,0.00,15.50,0.00,115,0.00,3.77,-11.03,6.38,1.54,0.00,-3.56,0.00,0.54
1007284,0.00,-7.03,23.43,13.60,189,2302,0.00,15.50,0.00,115,0.00,3.77,-11.03,6.38,1.54,0.00,-3.25,0.00,0.54
1007528,0.00,-7.03,23.66,13.60,189,2285,0.00,15.50,0.00,115,0.00,3.77,-11.03,6.38,1.54,0.00,-3.25,0.00,0.54
1007774,0.00,-7.03,23.66,13.60,189,2243,0.00,15.50,0.00,115,0.00,3.77,-10.88,6.38,1.54,0.00,-3.25,0.00,0.54
1008018,0.00,-7.03,23.66,13.60,189,2208,0.00,15.50,0.00,115,0.00,3.92,-10.88,6.42,1.54,0.00,-3.25,0.00,0.54
1008265,0.00,-7.03,23.43,13.60,189,2163,0.00,15.00,0.00,115,0.00,3.92,-10.88,6.46,1.54,0.00,-3.25,0.00,0.54
1008507,0.00,-7.03,24.00,13.60,189,2112,0.00,15.00,0.00,115,0.00,4.06,-10.74,6.38,1.54,0.00,-2.94,0.00,0.54
1008752,0.00,-7.03,23.66,13.60,189,2089,0.00,14.50,0.00,115,0.00,4.06,-10.74,6.46,1.54,0.00,-2.94,0.00,0.54
1008996,0.00,-7.03,23.54,13.60,189,2050,0.00,14.50,0.00,115,0.00,4.06,-10.74,6.46,1.54,0.00,-2.94,0.00,0.54
1009238,0.00,-7.03,23.77,13.60,189,2001,0.00,14.50,0.00,115,0.00,4.21,-10.59,6.46,1.56,0.00,-2.63,0.00,0.54
1009482,0.00,-7.03,23.66,13.60,189,1956,0.00,14.00,0.00,115,0.00,4.21,-10.59,6.42,1.56,0.00,-2.63,0.00,0.54
1009725,0.00,-7.03,23.77,13.60,189,1916,0.00,14.00,0.00,115,0.00,4.21,-10.59,6.49,1.56,0.00,-2.63,0.00,0.54
1009968,0.00,-7.03,23.43,13.60,189,1874,0.00,14.00,0.00,115,0.00,4.21,-10.59,6.49,1.56,0.00,-2.63,0.00,0.54
1010214,0.00,-7.03,23.77,13.68,189,1819,0.00,14.00,0.00,115,0.00,4.21,-10.59,6.46,1.54,0.00,-2.32,0.00,0.54
1010458,0.00,-7.03,23.66,13.60,189,1544,0.00,21.50,0.00,115,0.00,4.35,-10.30,6.46,1.60,0.00,-1.70,0.00,0.54
1010701,0.00,-7.03,23.54,13.60,189,1134,0.00,21.00,2.90,115,0.00,5.66,-9.00,7.31,1.58,0.00,-1.08,0.00,0.54
1010944,0.00,-7.03,22.85,13.60,189,1182,0.00,17.50,2.52,115,0.00,5.80,-9.00,5.98,1.52,0.00,-1.08,0.00,0.54
1011186,0.00,-7.03,15.50,13.60,189,1154,0.00,19.00,2.23,115,0.00,5.66,-9.14,5.91,1.52,0.00,-1.08,0.00,0.54
1011429,0.00,-7.03,15.96,13.60,189,1140,0.00,19.00,2.43,115,0.00,5.66,-9.00,5.91,1.50,0.00,-1.08,0.00,0.54
1011673,0.00,-7.03,15.62,13.60,189,1123,0.00,19.00,2.16,115,0.00,5.80,-9.00,5.69,1.50,0.00,-1.08,0.00,0.54
1011916,0.00,-7.03,15.50,13.60,189,1117,0.00,17.50,2.17,115,0.00,5.66,-9.14,5.54,1.48,0.00,-1.08,0.00,0.54
1012161,0.00,-7.03,15.39,13.60,189,1086,0.00,19.00,2.09,115,0.00,5.66,-9.14,5.47,1.48,0.00,-1.08,0.00,0.54
1012405,0.78,-7.03,15.39,13.52,189,1076,0.00,19.00,2.07,115,0.00,5.66,-9.14,5.41,1.48,0.00,-1.08,0.00,0.54
1012648,0.78,-7.03,15.27,13.60,189,1066,0.00,18.50,2.05,115,0.00,5.66,-9.14,5.37,1.48,0.00,-1.08,0.00,0.54
1012894,0.78,-7.03,15.16,13.60,189,1035,0.00,18.50,2.02,115,0.00,5.51,-9.29,5.27,1.46,0.00,-1.08,0.00,0.54
1013138,1.56,-7.03,15.16,13.60,189,1030,0.00,19.00,2.20,115,0.00,5.66,-9.14,5.30,1.48,0.00,-1.08,0.00,0.54
1013381,0.78,-7.03,15.27,13.60,189,1028,0.00,17.50,1.97,115,0.00,5.66,-9.14,5.21,1.46,0.00,-1.08,0.00,0.54
1013624,0.78,-7.03,15.16,13.60,189,999,0.00,19.00,1.92,115,0.00,5.51,-9.29,4.96,1.44,0.00,-1.08,0.00,0.54
1013868,0.78,-7.03,14.81,13.60,189,985,0.00,19.00,2.10,115,0.00,5.66,-9.00,5.21,1.44,0.00,-1.08,0.00,0.54
